id,partitive,strengthSome,subjecthood,infoStatus,logSentenceLength
124760:28,no,6.4,0,med,2.30258509299405
61917:28,no,6.2,0,med,3.36729582998647
33466:11,no,6.4,0,med,1.94591014905531
139729:13,no,5.9,0,med,1.38629436111989
38592:10,yes,4,1,med,2.94443897916644
72079:13,yes,5.6,0,old,1.79175946922805
127456:31,yes,3.8,0,old,2.07944154167984
88001:23,no,6.3,0,new,2.94443897916644
61752:73,no,6.5,0,new,3.29583686600433
87240:87,no,6.5,0,med,2.83321334405622
140196:19,no,5.4,1,med,2.89037175789616
128489:17,no,6.6,0,med,3.3322045101752
3878:16,no,5.8,0,new,2.07944154167984
156086:35,no,5.8,0,med,3.78418963391826
174581:22,no,6.2,0,new,2.94443897916644
161281:21,no,5.3,0,med,2.70805020110221
76223:21,no,6.2,0,med,2.94443897916644
118955:17,yes,4.3,1,med,2.99573227355399
136135:14,no,5.7,0,med,2.30258509299405
95853:38,yes,5,1,med,3.2188758248682
138703:48,yes,6,1,med,2.94443897916644
71046:43,no,5.1,0,med,2.56494935746154
151138:37,no,6.2,0,new,3.29583686600433
53598:10,no,5.8,0,med,2.19722457733622
21020:14,yes,4.4,1,new,2.63905732961526
83988:6,no,5.2,1,new,2.19722457733622
138154:56,no,6.5,0,med,2.63905732961526
84117:33,no,5.9,0,new,2.63905732961526
36312:38,no,6.3,0,med,2.56494935746154
161373:22,no,4.7,0,med,2.07944154167984
168977:55,no,6.4,0,new,4.02535169073515
24443:14,no,5.9,0,med,2.19722457733622
71540:47,no,6.5,0,med,3.04452243772342
62690:49,no,4.8,0,med,2.63905732961526
159588:39,yes,4.3,0,new,2.39789527279837
125651:10,yes,6.1,1,new,4.17438726989564
9507:75,yes,5.7,0,old,3.13549421592915
169366:50,no,5.1,1,med,3.13549421592915
96866:33,yes,4.4,1,med,3.09104245335832
103574:12,no,5.5,0,new,1.6094379124341
107802:43,no,5.6,0,med,2.07944154167984
110628:20,no,6.1,0,new,2.07944154167984
124787:54,no,5.9,0,med,2.484906649788
80001:13,no,5.8,0,new,1.38629436111989
170022:25,no,6.4,0,med,2.07944154167984
74155:5,yes,4.4,1,med,1.79175946922805
47182:40,no,5.7,0,med,2.56494935746154
71600:26,no,6.6,0,new,2.39789527279837
138469:69,no,4.7,0,new,2.83321334405622
82296:18,no,5.8,0,new,1.94591014905531
116252:35,no,6,0,med,3.04452243772342
27056:5,yes,5.2,1,old,1.94591014905531
97543:11,no,6.8,0,med,2.07944154167984
135035:25,no,5.2,0,med,2.19722457733622
173724:18,yes,5.9,0,old,3.8286413964891
12611:177,no,5.5,0,med,4.36944785246702
124385:34,yes,5.7,0,med,2.56494935746154
104196:61,yes,5.8,0,old,2.94443897916644
29416:66,yes,4.5,1,med,3.17805383034795
52283:13,yes,5.4,1,old,2.19722457733622
100889:88,yes,4.1,0,old,3.09104245335832
159124:81,yes,6.2,0,med,3.40119738166216
126604:16,no,4.7,1,med,1.94591014905531
29177:21,no,5.3,0,new,3.40119738166216
153105:51,no,5.9,0,new,2.63905732961526
47262:53,no,6.5,0,med,2.484906649788
130776:68,no,6.3,0,med,3.40119738166216
139682:16,no,6.1,0,med,3.04452243772342
25608:31,no,5.6,0,new,2.94443897916644
143183:27,yes,5.4,0,med,2.39789527279837
31271:110,no,6.3,0,new,3.71357206670431
53606:58,no,6.4,0,med,2.99573227355399
93264:4,no,5.5,1,med,2.94443897916644
42653:25,yes,6,0,old,3.25809653802148
41573:26,no,5.9,0,med,3.58351893845611
129990:36,yes,4.3,1,new,3.25809653802148
145369:58,no,6.5,0,old,2.83321334405622
44119:16,yes,4.2,0,med,2.99573227355399
78762:25,no,5,1,med,2.19722457733622
100584:49,no,5.7,0,med,2.56494935746154
172656:9,no,3,0,med,1.38629436111989
96656:11,no,6.2,0,new,1.94591014905531
168218:13,no,6.1,0,new,2.30258509299405
160087:35,no,5.9,0,new,2.484906649788
96034:46,no,6.2,0,med,3.63758615972639
4529:7,yes,5.4,1,old,1.79175946922805
131278:6,no,5.7,0,med,2.19722457733622
149891:51,no,6.3,0,med,2.70805020110221
169856:19,no,6.4,1,new,2.484906649788
54017:18,no,6.8,0,med,2.70805020110221
70703:18,no,5.7,0,new,1.94591014905531
18660:24,no,6.4,0,med,2.99573227355399
113457:49,no,6.3,0,med,2.89037175789616
11233:53,no,6.3,1,med,3.85014760171006
91388:33,no,6.2,0,new,2.70805020110221
145009:13,no,5.6,1,med,2.484906649788
86451:40,yes,5.5,0,med,3.43398720448515
30493:38,no,5.9,0,med,2.19722457733622
9797:33,yes,3.6,1,old,2.07944154167984
19744:12,no,5.2,0,med,2.07944154167984
174864:19,no,6.4,0,new,2.07944154167984
108807:56,yes,3.6,0,med,2.94443897916644
107469:25,no,6.1,0,new,2.94443897916644
47147:12,no,5.6,0,old,2.07944154167984
49875:48,no,5.3,0,med,2.70805020110221
61538:39,no,6.8,0,new,2.484906649788
38641:72,yes,5.6,0,med,3.25809653802148
138298:34,yes,6.1,0,med,2.94443897916644
162002:32,no,4.7,0,new,2.70805020110221
41566:22,no,6.2,0,med,2.07944154167984
84530:21,no,6.2,1,med,3.36729582998647
161183:38,no,6.6,0,new,2.39789527279837
33345:49,no,6.3,0,med,3.13549421592915
50337:29,no,4.3,0,new,2.19722457733622
77264:6,no,5.5,1,med,2.30258509299405
127761:15,no,6.4,0,new,2.56494935746154
118734:78,yes,5,0,med,3.29583686600433
20170:26,no,6.5,0,med,3.71357206670431
61000:7,yes,5.7,1,med,3.93182563272433
22992:33,no,5.8,1,med,3.04452243772342
31987:28,no,5.9,0,med,2.19722457733622
13983:93,no,6.4,0,med,3.13549421592915
19933:5,yes,5.2,1,old,1.79175946922805
48706:4,no,3.9,1,med,1.79175946922805
41717:66,yes,6.1,1,med,3.55534806148941
163234:34,yes,5.4,1,med,2.484906649788
16640:26,yes,4.1,0,med,2.07944154167984
130994:56,no,6.4,0,new,3.2188758248682
156060:102,yes,5.4,0,med,3.52636052461616
18285:38,no,6.3,0,med,2.39789527279837
130584:43,no,5.7,0,new,2.83321334405622
5140:15,no,6,0,med,1.79175946922805
99355:10,yes,5.8,1,old,1.94591014905531
15261:29,no,5.9,1,old,3.2188758248682
31317:82,no,5.5,0,med,3.43398720448515
77887:17,no,5.9,0,med,3.89182029811063
44694:37,no,5.6,1,med,2.39789527279837
60034:130,no,6.4,0,new,3.43398720448515
88070:6,no,4,1,med,2.77258872223978
146618:32,yes,5,0,med,2.99573227355399
132148:16,no,6.1,0,new,1.94591014905531
14769:69,no,6.3,0,med,3.3322045101752
176780:98,no,6.3,0,new,3.09104245335832
164858:59,no,6,1,med,3.04452243772342
24802:122,no,6.2,0,med,3.66356164612965
75949:43,yes,5.3,0,old,2.30258509299405
102005:100,no,6.6,0,new,3.29583686600433
43900:8,yes,4.6,1,old,1.6094379124341
74608:91,no,4.2,0,med,2.99573227355399
79893:26,no,6.2,0,new,2.07944154167984
63072:28,no,5.7,0,med,3.2188758248682
91119:18,no,6.3,0,new,2.07944154167984
135535:24,yes,4.5,0,old,2.19722457733622
95835:35,no,6,0,med,2.484906649788
47270:33,no,6.2,0,med,2.19722457733622
95535:14,yes,5,0,new,2.39789527279837
91184:148,yes,5.4,1,med,3.85014760171006
20839:32,no,6.1,0,med,2.94443897916644
38991:16,yes,6,0,med,2.63905732961526
10235:39,yes,5.7,1,med,2.83321334405622
63221:32,no,6.5,0,med,2.83321334405622
99831:29,no,5.3,0,med,1.94591014905531
89352:11,no,6.1,1,med,2.39789527279837
56132:85,no,6.2,0,new,3.25809653802148
45110:199,no,6.3,0,med,3.91202300542815
151536:59,no,5.7,0,new,3.13549421592915
95804:23,no,5.2,0,new,2.30258509299405
148183:40,yes,5.4,0,old,2.63905732961526
23641:34,no,4.1,1,med,2.70805020110221
173289:7,yes,4.6,1,old,1.94591014905531
109255:17,no,4.4,1,med,3.04452243772342
101449:50,yes,5,0,med,3.09104245335832
115483:40,yes,5.1,0,old,2.484906649788
90144:26,no,6.4,0,med,2.484906649788
140818:55,yes,5.6,0,old,2.70805020110221
119111:78,no,5.7,0,med,3.3322045101752
20734:50,no,6.4,0,med,2.89037175789616
104694:41,no,6.1,0,med,2.89037175789616
159233:9,no,5.9,0,med,3.43398720448515
69672:11,no,6.3,0,med,2.30258509299405
160477:87,yes,6.2,0,med,3.43398720448515
16039:6,no,5.6,0,new,1.09861228866811
141921:54,no,6.5,0,med,2.94443897916644
2100:38,no,5.4,0,new,2.484906649788
124500:45,yes,6,0,old,3.2188758248682
108349:80,yes,5.1,1,med,3.43398720448515
134426:41,no,6.6,0,new,2.94443897916644
107796:20,no,6.3,0,new,2.56494935746154
169024:29,no,6.4,0,new,2.70805020110221
177102:83,no,6.5,0,new,3.58351893845611
24388:44,no,6.3,0,med,2.83321334405622
166817:15,no,6.3,0,med,1.6094379124341
121141:6,no,4.1,1,old,1.94591014905531
147754:50,yes,3.5,0,old,2.39789527279837
30596:33,no,5.3,0,new,2.94443897916644
86408:11,yes,3.3,0,med,2.07944154167984
98969:36,no,6.1,0,med,3.49650756146648
85235:65,yes,6.2,0,new,3.13549421592915
71287:32,no,5.7,1,med,3.25809653802148
23017:54,no,6.1,0,med,3.13549421592915
5480:20,no,6.5,0,new,2.19722457733622
39130:54,no,6.7,0,med,2.94443897916644
59895:11,no,6.5,0,med,2.56494935746154
152021:55,no,5.9,0,new,2.83321334405622
32957:13,no,6.3,0,med,1.38629436111989
149373:69,no,6.4,0,med,3.43398720448515
132402:20,no,5.4,1,med,2.07944154167984
13347:160,yes,6.7,0,med,3.68887945411394
74568:22,no,5.7,0,new,3.97029191355212
169714:12,no,5.7,0,new,1.79175946922805
96743:132,yes,5.9,0,med,4.0943445622221
158188:98,no,5.7,0,med,3.36729582998647
76326:14,no,5.8,0,med,2.77258872223978
175399:7,yes,5.6,1,med,3.04452243772342
32977:37,no,5.9,0,med,2.19722457733622
148529:15,no,6.4,0,med,1.94591014905531
146710:44,no,5,1,med,2.99573227355399
88706:22,no,5.5,0,med,2.39789527279837
134426:48,no,6.6,0,new,2.94443897916644
65927:55,no,5.3,1,med,3.2188758248682
11353:13,no,6,0,med,1.6094379124341
115525:57,no,6.2,0,med,2.89037175789616
35085:21,yes,4.9,0,med,2.07944154167984
15755:34,no,5.8,0,new,2.94443897916644
66757:23,no,6.4,0,med,2.56494935746154
29326:35,no,6.1,0,new,2.83321334405622
158215:60,no,6.2,0,new,3.29583686600433
138929:40,no,6.4,0,med,2.99573227355399
88772:47,no,6.3,0,med,3.25809653802148
145945:125,yes,6.3,0,new,3.76120011569356
56003:40,no,6,1,med,2.70805020110221
2722:7,yes,4.7,1,med,2.56494935746154
83552:52,no,4.3,0,med,2.70805020110221
93005:47,no,6.3,0,new,2.94443897916644
155471:9,no,5.3,1,med,3.3322045101752
27147:10,yes,4.8,1,med,2.484906649788
85724:16,no,6.3,0,med,3.36729582998647
56656:83,no,6.4,0,med,3.25809653802148
94976:130,no,5.8,0,med,3.43398720448515
40694:58,no,6.3,0,new,2.94443897916644
62767:31,yes,5.9,1,new,2.56494935746154
96775:40,no,6.7,0,med,3.13549421592915
9106:85,yes,5.7,0,med,3.49650756146648
63816:17,no,6.5,0,new,3.36729582998647
56198:25,no,6.5,0,new,2.63905732961526
149162:20,yes,5.9,0,med,2.89037175789616
101243:85,no,6.2,0,new,3.13549421592915
77906:47,no,5.4,0,new,2.39789527279837
74032:16,no,6,0,new,1.94591014905531
16415:5,yes,3.8,1,old,2.39789527279837
100975:27,no,6.5,0,med,3.04452243772342
136126:11,no,5.1,0,med,2.63905732961526
36918:34,no,6,1,med,3.61091791264422
19697:27,yes,4.7,0,new,3.80666248977032
114588:104,yes,4.7,0,med,3.17805383034795
42645:119,yes,4.1,0,new,3.58351893845611
108744:71,yes,5.3,0,new,3.04452243772342
29611:17,no,6.1,0,old,2.63905732961526
9573:19,yes,3.8,0,new,2.30258509299405
456:25,no,6.1,0,med,2.07944154167984
56809:31,yes,4.7,0,old,2.56494935746154
116582:15,no,5.9,0,med,1.94591014905531
32809:15,no,6.1,0,med,1.79175946922805
69408:35,no,6.5,0,med,2.30258509299405
81885:137,no,6.3,0,med,3.29583686600433
15843:18,no,5.9,1,med,3.09104245335832
1988:12,no,6.5,0,med,2.63905732961526
47420:60,no,5.7,0,med,3.17805383034795
14969:33,no,5.8,0,med,2.56494935746154
9501:60,no,5.7,0,new,2.63905732961526
88719:5,yes,4.1,1,new,3.46573590279973
36737:8,yes,5.5,1,old,1.79175946922805
67111:45,yes,4.6,1,new,3.25809653802148
55159:38,yes,6.1,0,new,2.89037175789616
100820:27,no,6.8,0,med,2.94443897916644
11992:7,yes,4.4,1,new,2.30258509299405
147083:36,no,6.3,0,new,2.19722457733622
24846:25,no,6.3,0,med,2.77258872223978
126610:15,no,5.3,0,new,2.39789527279837
62502:62,yes,5.4,0,new,3.43398720448515
163528:86,no,6.1,0,med,3.25809653802148
65668:54,no,5.4,1,med,2.89037175789616
173813:37,no,6,0,med,2.77258872223978
62707:16,no,4.9,1,med,2.94443897916644
90033:32,yes,5.4,1,new,3.40119738166216
27864:37,yes,5.1,0,med,2.70805020110221
50720:6,no,4.1,1,med,2.484906649788
139654:36,no,6,0,new,2.56494935746154
86489:22,yes,5.3,0,med,3.17805383034795
171199:29,no,6.2,0,new,2.30258509299405
46328:7,yes,3.7,1,med,2.63905732961526
56053:54,no,5.9,0,new,3.43398720448515
68757:42,no,6.2,0,med,2.63905732961526
169818:78,no,6.4,0,med,3.3322045101752
80629:13,yes,4.5,0,med,2.30258509299405
30391:38,no,6,0,med,2.484906649788
133358:40,yes,4.4,0,new,3.95124371858143
176346:16,no,6.1,0,med,2.56494935746154
67949:38,yes,5.2,0,med,2.70805020110221
74341:4,no,4.8,0,med,1.6094379124341
24055:33,no,5.4,0,med,3.17805383034795
100784:45,no,5.6,0,med,2.63905732961526
140921:16,no,6.2,0,new,2.30258509299405
36612:7,yes,5.7,1,old,1.6094379124341
106691:93,no,6.6,0,new,3.25809653802148
3297:34,no,4.2,1,old,2.39789527279837
76211:56,no,6.6,0,new,2.94443897916644
40951:7,yes,4.5,0,med,2.19722457733622
123714:38,no,6.7,0,med,3.46573590279973
120517:9,yes,5.5,1,old,2.19722457733622
8687:12,no,5.6,0,med,1.79175946922805
149148:54,no,6.4,0,med,3.89182029811063
72554:39,no,3.7,0,new,2.07944154167984
56203:18,no,6.3,0,med,2.39789527279837
171344:39,no,6.1,0,new,3.04452243772342
42149:6,yes,5.7,1,med,3.13549421592915
149427:7,yes,5.7,0,med,2.70805020110221
76809:59,no,6.2,0,med,2.77258872223978
130776:48,no,6.6,0,new,3.40119738166216
28335:95,no,4.8,0,med,3.3322045101752
119144:63,no,6.5,0,new,3.17805383034795
145454:30,no,2.6,0,new,2.19722457733622
120178:18,yes,4.8,1,old,1.79175946922805
161045:13,no,4.7,1,med,2.39789527279837
176324:16,no,6.1,0,new,3.85014760171006
132933:57,yes,5.5,0,new,3.09104245335832
32071:143,no,6.6,0,new,3.43398720448515
117836:27,no,5.7,0,new,2.07944154167984
45071:17,no,5.9,0,med,1.94591014905531
144511:39,yes,5.2,0,new,3.73766961828337
155201:43,no,6.4,0,new,2.77258872223978
164110:55,no,6.5,0,new,2.94443897916644
36600:32,no,6.2,0,med,2.63905732961526
158261:43,no,6.4,0,med,2.99573227355399
19223:138,no,6,0,new,3.61091791264422
16220:4,no,4.4,1,med,1.6094379124341
53626:13,no,6.2,0,new,1.38629436111989
106658:65,no,6.5,0,old,3.3322045101752
142965:19,no,6.1,0,new,2.484906649788
70200:18,no,6.7,0,med,2.07944154167984
145917:27,no,6.1,0,med,2.99573227355399
24771:51,no,5,0,med,2.56494935746154
158370:21,no,6.7,0,new,2.30258509299405
139739:24,no,6.7,0,med,2.39789527279837
11328:16,no,6.7,0,new,2.83321334405622
39986:52,no,5.6,0,med,2.77258872223978
72763:7,yes,4.4,1,old,1.79175946922805
120873:46,no,6.5,0,med,3.09104245335832
101464:11,no,6,0,med,2.70805020110221
50370:29,yes,5.2,1,new,3.04452243772342
77461:30,no,6.6,1,new,2.30258509299405
65454:12,no,6,0,new,2.07944154167984
1638:23,no,5.9,0,med,3.04452243772342
13469:7,yes,4.3,1,old,1.94591014905531
159263:34,no,3.7,1,med,2.39789527279837
37224:9,no,5,0,med,2.63905732961526
160595:7,yes,4.1,1,old,1.94591014905531
152067:55,no,6.3,0,med,3.43398720448515
14724:29,no,6.1,0,new,2.70805020110221
81802:32,no,6.4,0,new,2.19722457733622
42132:18,yes,5.5,0,new,2.484906649788
32704:46,no,6.3,0,med,3.04452243772342
55947:53,no,6.2,0,new,2.99573227355399
103477:18,no,5.1,0,med,2.56494935746154
74537:12,no,5.6,0,new,1.94591014905531
130755:109,no,5.7,0,med,3.85014760171006
147237:51,no,5.5,0,new,2.70805020110221
63913:49,no,6,0,new,2.39789527279837
83449:21,no,5,0,med,3.13549421592915
113277:12,no,5.6,0,med,2.39789527279837
55284:85,yes,4.5,0,med,3.3322045101752
169890:62,yes,6,0,med,2.99573227355399
146950:24,yes,4,0,med,3.13549421592915
6720:24,no,5.7,0,new,3.36729582998647
134199:41,yes,5.7,0,med,2.94443897916644
71923:14,no,6.3,0,med,2.30258509299405
103788:26,no,4,0,new,3.25809653802148
138873:64,no,6.4,0,new,2.89037175789616
46965:16,no,5,0,new,2.99573227355399
121757:84,no,5.8,0,new,4.07753744390572
141886:24,no,4.9,0,med,1.79175946922805
126632:62,no,6.6,0,med,3.2188758248682
164368:12,no,4,0,med,1.38629436111989
146901:15,no,6.6,0,new,2.484906649788
153747:33,no,4.4,1,new,2.484906649788
59652:37,no,6.4,0,new,2.63905732961526
92531:11,no,6,0,med,2.484906649788
99256:22,yes,5.5,0,med,3.09104245335832
99637:89,no,6.1,0,new,3.3322045101752
71222:34,no,6.3,0,new,3.40119738166216
44033:5,yes,4.1,1,new,1.79175946922805
89480:63,no,6.6,0,new,3.04452243772342
72128:34,yes,5.8,1,med,3.3322045101752
99356:32,yes,2.6,0,med,2.30258509299405
134420:23,no,6.6,0,med,2.30258509299405
131277:37,no,5.8,0,new,3.04452243772342
55219:110,yes,5.5,0,med,3.93182563272433
174196:39,no,5.4,0,new,2.70805020110221
31080:59,no,5.2,0,med,3.36729582998647
121757:134,no,5.6,0,new,4.07753744390572
16054:41,no,6.1,0,med,2.63905732961526
45036:13,no,5.9,0,new,3.25809653802148
39408:26,no,6.4,0,new,2.99573227355399
175669:10,yes,5,0,old,2.89037175789616
16349:60,yes,5.6,0,old,2.77258872223978
32983:19,no,6.5,1,med,2.39789527279837
60699:26,no,5.9,0,med,1.79175946922805
3798:43,no,5.9,0,med,2.484906649788
113855:35,yes,5.8,0,new,2.94443897916644
62647:7,no,5.7,0,med,2.77258872223978
29410:26,no,5.8,0,med,2.63905732961526
51582:32,no,5.6,0,med,2.484906649788
80681:23,no,6.7,0,med,2.83321334405622
29180:50,yes,4.9,0,old,3.36729582998647
44939:18,no,6.2,0,new,2.19722457733622
152280:24,no,5.3,1,med,2.484906649788
133228:13,no,5.7,0,new,2.484906649788
38919:40,no,6.5,0,med,2.30258509299405
55078:22,yes,5.5,0,old,2.19722457733622
145692:12,no,6.1,0,new,2.30258509299405
91041:57,no,6.1,0,new,2.94443897916644
165687:30,no,6.6,0,med,3.80666248977032
164091:22,no,6.1,0,new,2.99573227355399
146619:59,no,6.4,0,med,3.29583686600433
76377:93,no,6.7,0,med,3.71357206670431
96882:42,yes,4.9,0,med,2.89037175789616
177105:58,no,6.6,0,med,3.29583686600433
29208:96,no,5.4,0,med,3.40119738166216
51340:81,yes,5.3,0,med,3.55534806148941
171678:13,no,5.9,0,new,2.39789527279837
62101:38,yes,4.8,0,new,2.63905732961526
27683:75,yes,4.8,0,old,3.13549421592915
155563:20,yes,5.1,0,new,2.94443897916644
166903:55,yes,4.6,1,med,3.66356164612965
49908:42,yes,5.4,0,med,2.77258872223978
27803:45,no,6.1,0,new,2.83321334405622
159358:7,yes,5.8,1,med,3.63758615972639
26735:64,no,5.9,0,new,2.89037175789616
87257:107,yes,5.2,0,new,3.43398720448515
71184:87,no,5.4,0,new,3.2188758248682
38978:27,no,6.1,0,med,3.29583686600433
62192:35,no,6.3,0,new,2.07944154167984
155746:10,no,5.5,0,med,1.38629436111989
19045:21,no,6.5,1,med,3.36729582998647
22657:23,no,5.7,0,med,1.94591014905531
117808:33,no,6.5,0,med,3.2188758248682
46373:50,no,6.1,0,med,2.77258872223978
134176:40,yes,5.9,0,new,3.55534806148941
62581:54,no,6.3,0,new,3.04452243772342
46609:15,yes,4.3,0,med,2.19722457733622
159138:19,no,5.4,1,med,2.99573227355399
165858:16,no,4.2,1,med,2.56494935746154
108737:78,yes,4.7,1,old,3.2188758248682
141287:39,no,6.2,0,med,2.70805020110221
25273:85,no,5.7,0,new,3.40119738166216
109067:18,no,6.3,0,med,2.94443897916644
46446:10,yes,4.9,1,med,2.39789527279837
55919:15,no,6,0,new,1.79175946922805
120922:61,no,5.5,0,med,2.70805020110221
94182:13,no,6.1,0,new,1.94591014905531
65357:5,yes,5.1,1,med,2.39789527279837
166453:10,no,6.5,0,new,1.6094379124341
83497:27,no,6,0,new,2.99573227355399
27330:65,no,5.6,1,med,2.83321334405622
124653:71,no,6.4,0,med,3.2188758248682
79030:34,no,6.1,0,med,2.89037175789616
88662:24,no,6.8,1,med,2.484906649788
147291:12,no,5.4,0,med,1.79175946922805
168982:36,no,4.6,0,med,2.39789527279837
99158:38,yes,5.5,0,med,3.04452243772342
60662:8,yes,3.7,1,new,2.30258509299405
174570:7,no,6.2,0,new,2.56494935746154
12596:58,no,5.8,0,new,2.99573227355399
19295:81,no,6.1,0,new,3.36729582998647
37349:44,no,5.5,1,med,3.04452243772342
90039:83,no,6.7,0,new,3.25809653802148
119945:93,no,6.4,0,new,3.29583686600433
76200:18,no,6.3,0,new,2.19722457733622
4528:7,yes,6,1,old,1.79175946922805
109269:7,no,5,1,med,2.63905732961526
171919:19,no,6.5,0,med,3.46573590279973
106619:25,no,6.3,0,new,2.77258872223978
64610:17,no,6,0,new,2.56494935746154
109067:39,no,6.5,0,new,2.94443897916644
168555:17,no,6.5,0,med,3.13549421592915
151108:23,yes,5.3,0,med,3.25809653802148
53602:9,no,5.6,0,med,1.6094379124341
146225:40,no,6.7,0,new,2.77258872223978
148889:35,no,6.1,0,new,2.94443897916644
15068:10,yes,4.7,0,med,1.94591014905531
27799:10,no,5.1,0,med,1.38629436111989
13424:44,yes,5.1,1,new,2.63905732961526
143722:15,no,6.2,1,med,3.09104245335832
33859:9,no,6,0,new,2.19722457733622
156639:7,yes,4.9,1,old,2.70805020110221
91758:36,no,5.6,0,new,3.93182563272433
82295:13,no,6.3,0,new,2.63905732961526
171693:31,no,6.4,0,med,2.39789527279837
73140:10,yes,4.7,1,old,2.70805020110221
72160:27,no,6.3,0,med,2.19722457733622
135551:31,yes,5.6,0,med,2.56494935746154
155436:87,no,5.8,0,new,3.3322045101752
31180:170,no,5.5,0,new,4.02535169073515
90848:29,no,6.7,0,med,2.56494935746154
22932:13,no,4.8,0,med,1.94591014905531
94526:45,no,5.4,1,med,2.70805020110221
127169:7,yes,4.8,1,old,2.83321334405622
48532:18,yes,5.5,0,med,3.49650756146648
6397:25,no,6.4,0,med,2.83321334405622
23861:102,no,5.8,0,new,4.04305126783455
10895:45,no,6.1,0,new,2.56494935746154
91758:53,no,6.3,0,new,3.93182563272433
138037:56,no,5.1,0,med,2.56494935746154
176628:53,no,6.5,0,new,3.17805383034795
95400:23,no,5,0,med,3.17805383034795
9584:73,yes,4.9,0,old,2.89037175789616
64564:10,no,6.4,0,new,2.39789527279837
50235:53,no,5.7,0,new,2.94443897916644
142141:14,yes,5.3,0,old,1.94591014905531
37283:73,no,5.3,0,med,2.94443897916644
43642:11,no,6.1,1,med,2.30258509299405
77358:19,no,6.5,0,new,1.94591014905531
108972:69,no,5.7,0,new,3.43398720448515
164404:48,no,3.9,1,med,3.63758615972639
100571:7,yes,6.1,1,old,2.94443897916644
94747:14,no,6.2,0,med,2.30258509299405
146612:75,yes,5.7,0,old,3.2188758248682
55919:10,no,5.4,0,med,1.79175946922805
8930:19,no,6.2,0,med,2.30258509299405
147582:28,no,4.2,1,med,3.13549421592915
92716:8,yes,3.7,0,med,2.07944154167984
104230:49,yes,4.2,0,med,2.484906649788
115742:25,no,3.8,0,med,1.6094379124341
96261:16,no,6.4,0,med,2.30258509299405
118309:83,no,5.5,0,med,3.09104245335832
83449:32,no,4.7,0,new,3.13549421592915
2767:14,yes,4.5,0,med,2.07944154167984
134101:49,no,6.6,0,new,3.2188758248682
81929:47,no,6.3,0,new,3.17805383034795
149485:72,no,6.1,0,new,3.43398720448515
13411:17,yes,4.3,1,med,3.13549421592915
110398:27,no,6.4,0,med,2.99573227355399
32577:41,yes,5.6,0,med,3.04452243772342
83198:48,no,6,0,new,2.83321334405622
74301:11,no,6.3,0,med,2.39789527279837
9608:21,no,6.7,0,old,2.83321334405622
160993:10,no,6.4,0,med,1.94591014905531
140815:71,yes,5.5,0,new,3.13549421592915
31489:41,no,6.5,0,new,3.80666248977032
43407:11,no,6.2,0,new,2.39789527279837
161619:23,no,5.9,0,med,1.94591014905531
121023:37,yes,5.5,0,med,2.70805020110221
113475:14,no,6.3,0,new,2.484906649788
31254:36,no,5.6,0,med,2.56494935746154
108975:9,no,6.3,1,new,1.94591014905531
74324:8,no,3.8,1,med,1.94591014905531
171296:110,yes,5.8,0,med,3.93182563272433
129004:16,no,5.5,0,med,2.19722457733622
55311:27,yes,4.4,1,med,3.43398720448515
136180:24,no,5.2,1,new,2.19722457733622
31917:13,no,6.8,0,new,2.99573227355399
73173:67,yes,5.2,1,med,3.04452243772342
142828:81,no,5.4,0,med,3.04452243772342
19999:14,no,4.3,1,med,2.07944154167984
99236:8,yes,4.7,1,med,3.49650756146648
14637:17,no,5.4,0,med,2.39789527279837
49551:24,no,5.3,0,med,1.94591014905531
16318:47,no,6.2,0,med,2.39789527279837
80333:17,no,4.7,1,med,2.77258872223978
90230:11,no,5.7,0,new,2.30258509299405
156650:7,yes,4.8,1,old,1.94591014905531
7285:11,no,6.7,0,new,2.19722457733622
136539:14,no,4.7,0,med,2.19722457733622
115490:21,no,6.4,0,med,2.77258872223978
67466:21,no,5.8,0,new,2.70805020110221
73538:38,no,4.2,0,med,2.63905732961526
80218:50,no,6.1,0,new,2.63905732961526
89180:32,no,6.1,0,new,2.99573227355399
6607:30,yes,4.8,0,new,3.25809653802148
2180:39,no,6.3,0,med,3.09104245335832
138349:36,no,5,0,med,2.19722457733622
57069:61,no,4.4,1,med,3.13549421592915
167037:72,no,6.1,1,med,3.87120101090789
15021:56,no,5.7,0,old,2.484906649788
136110:19,no,5.5,0,new,2.19722457733622
37846:61,no,5.2,0,new,2.63905732961526
84152:34,no,5.8,0,med,3.2188758248682
156896:23,no,6.5,0,new,3.29583686600433
23994:24,yes,5.4,0,new,2.56494935746154
152067:34,no,6.1,0,new,3.43398720448515
105043:10,no,6.7,0,new,2.07944154167984
96042:48,no,5.9,0,med,2.70805020110221
126455:10,yes,6.2,1,old,1.94591014905531
172225:11,no,6.3,0,new,2.56494935746154
63417:44,no,6.4,0,med,2.70805020110221
137794:5,yes,4.8,1,new,2.30258509299405
99291:5,yes,3.1,0,med,2.07944154167984
39753:27,no,5.6,0,old,1.94591014905531
130514:28,no,6.5,0,new,3.52636052461616
164352:16,no,4.8,0,med,2.70805020110221
56072:31,no,5.4,0,med,3.2188758248682
119842:10,no,6.3,0,new,2.39789527279837
157934:65,no,6.4,0,new,3.09104245335832
14969:24,no,5.9,0,new,2.56494935746154
145536:63,no,5.7,0,new,3.71357206670431
